name_th,name_en,provider,network_suggested,connector_summary,address,province_th,lat,lon,style,source_url
โรงพยาบาลบางปะกอก 9 อินเตอร์เนชั่นแนล,Bangpakok 9 International Hospital,PTT,EV Station PluZ,CCS2,362 ถ.พระรามที่ 2 แขวงบางมด เขตจอมทอง กรุงเทพมหานคร 10150,กรุงเทพมหานคร,13.68194,100.4745,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บิ๊กซี ปากช่อง,BigC Pak Chong,PTT,EV Station PluZ,"CCS2, Type 2",28 ถ.มิตรภาพ ต.ปากช่อง อ.ปากช่อง นครราชสีมา 30130,นครราชสีมา,14.67052,101.3972,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท วิภาวดีรังสิต 62,PTT Vibhavadi 62,PTT,EV Station PluZ,CCS2,599 ถ.วิภาวดีรังสิต  แขวงตลาดบางเขน เขตหลักสี่ กรุงเทพมหานคร 10210,กรุงเทพมหานคร,13.87015,100.574755,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท บจ.เจียง-อัศวรรณ หนองคาย (บางละมุง),PTT Jiang-Asawan Nongkhai (Banglamung),PTT,EV Station PluZ,CCS2,179 ม.3 ต.หนองปลาไหล อ.บางละมุง ชลบุรี 20150,ชลบุรี,12.97187,100.9715,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บิ๊กซี เลย,BigC Loei,PTT,EV Station PluZ,"CCS2, Type 2",114 ม.9 ต.นาอาน อ.เมืองเลย เลย 42000,เลย,17.46902,101.7264,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บิ๊กซี อำนาจเจริญ,BigC Amnat Charoen,PTT,EV Station PluZ,"CCS2, Type 2",477 ม.7 ต.บุ่ง อ.เมืองอำนาจเจริญ อำนาจเจริญ 37000,อำนาจเจริญ,15.88154,104.6237,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บิ๊กซี แพร่,BigC Phrae,PTT,EV Station PluZ,CCS2,600 ม.9 ต.นาจักร อ.เมืองแพร่ แพร่ 54000,แพร่,18.12859,100.1447,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท บจ. พี ที เพชรธนวรรณ,PTT PT Phetthanawan,PTT,EV Station PluZ,CCS2,36 ม.1 ต.คลองข่อย อ.ปากเกร็ด นนทบุรี 11120,นนทบุรี,13.954148,100.474195,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท บจ.อัครปิโตรเลียม,PTT Akara Petroleum,PTT,EV Station PluZ,CCS2,8/88 ม.3 ต.บางไผ่ อ.เมืองนนทบุรี นนทบุรี 11000,นนทบุรี,13.8293,100.4879,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท บจ.มาลัยออยล์,PTT Malai Oil,PTT,EV Station PluZ,"CCS2, Type 2",110 ม.9 ต.บางกร่าง อ.เมืองนนทบุรี นนทบุรี 11000,นนทบุรี,13.84302,100.4655,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท บจ.แบร็กซ์ แอนด์ เบรนด์,PTT Brax & Ben,PTT,EV Station PluZ,"CCS2, Type 2",3767 ถ.พระราม 4 แขวงพระโขนง เขตคลองเตย กรุงเทพมหานคร 10110,กรุงเทพมหานคร,13.71372,100.5821,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท บจ.พีเอ็ม (ประเวศ),PTT PM (Prawet),PTT,EV Station PluZ,"CCS2, Type 2",126/3 ถ.เฉลิมพระเกียรติ ร.9 แขวงดอกไม้ เขตประเวศ กรุงเทพมหานคร 10250,กรุงเทพมหานคร,13.70162,100.6887,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท บจ.เคซีซี ปิโตรเลียม,PTT KCC Petroleum,PTT,EV Station PluZ,"CCS2, Type 2",91/9 ม.6 ต.บ้านใหม่ อ.ปากเกร็ด นนทบุรี 11120,นนทบุรี,13.9115,100.5425,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท บจ.เอนเนอร์ยี่ พาร์ค,PTT Energy Park,PTT,EV Station PluZ,"CCS2, Type 2",254 ถ.กาญจนาภิเษก แขวงฉิมพลี เขตตลิ่งชัน กรุงเทพมหานคร 10170,กรุงเทพมหานคร,13.79289,100.4109,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท บจ.กรีน พรีเมี่ยม เซอร์วิส,PTT Green Premium Service,PTT,EV Station PluZ,"CCS2, Type 2",177 ม.3 ต.พิมลราช อ.บางบัวทอง นนทบุรี 11110,นนทบุรี,13.91274,100.4089,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท บจก.ปิโตรเลียม (อุดมสุข),PTT Petroleum (Udomsuk),PTT,EV Station PluZ,"CCS2, Type 2",470/6 ถ.ศรีนครินทร์ แขวงหนองบอน เขตประเวศ กรุงเทพมหานคร 10250,กรุงเทพมหานคร,13.67967,100.6456,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท บจ.ทรัพย์สมพิศปิโตรเลี่ยม (2023),PTT Subsompit Petroleum (2023),PTT,EV Station PluZ,"CCS2, Type 2",133/1 ม.8 ถ.สุขุมวิท ต.บางเสร่ อ.สัตหีบ ชลบุรี 20250,ชลบุรี,12.75918,100.9032,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท กบินทร์บุรี,PTT KabinBuri,PTT,EV Station PluZ,"CCS2, Type 2",53 ม.4 ต.เมืองเก่า อ.กบินทร์บุรี ปราจีนบุรี 25240,ปราจีนบุรี,14.0167156785,101.7772454006,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท บจ.ทูเก็ตเตอร์ออยล์ (2017),PTT Together Oil (2017),PTT,EV Station PluZ,"CCS2, Type 2",173 ม.3 ต.ปากแรต อ.บ้านโป่ง ราชบุรี 70110,ราชบุรี,13.8283,99.87878,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท หจก.ชวนพาณิชย์ขลุง,PTT Chuanpanit Khlung,PTT,EV Station PluZ,"CCS2, Type 2",5 ถ.สุขุมวิท ต.ขลุง อ.ขลุง จันทบุรี 22110,จันทบุรี,12.46109,102.2279,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท บจ.ชวาลกิต,PTT Chawalkit,PTT,EV Station PluZ,"CCS2, Type 2",107 ม.4 ถ.ฉะเชิงเทรา-กบินทร์บุรี ต.เมืองเก่า อ.พนมสารคาม ฉะเชิงเทรา 24120,ฉะเชิงเทรา,13.73105,101.3338,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท บจ.สิริทรัพย์ ปิโตรเลี่ยม,PTT Sirisup Petroleum,PTT,EV Station PluZ,"CCS2, Type 2",99/5 ม.1 ต.บางขวัญ อ.เมืองฉะเชิงเทรา ฉะเชิงเทรา 24000,ฉะเชิงเทรา,13.71194,101.09,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท บจ.ธนโชติชัยการปิโตรเลียม,PTT Thanachotchai Petroleum,PTT,EV Station PluZ,"CCS2, Type 2",111/9 ม.1 ต.วังมะนาว อ.ปากท่อ ราชบุรี 70140,ราชบุรี,13.34139,99.83972,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท บจ.สุภาภรณ์ พลังงาน,PTT Supaporn Energy,PTT,EV Station PluZ,"CCS2, Type 2",18/18 ม.9 ต.หัวสำโรง อ.แปลงยาว ฉะเชิงเทรา 24190,ฉะเชิงเทรา,13.60902,101.3067,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท บจ.สื่อ บายพาส,PTT Sue  Bypass,PTT,EV Station PluZ,"CCS2, Type 2",27/3 ม.5 ถ.เลี่ยงเมือง-บายพาส ต.บางพระ อ.เมืองฉะเชิงเทรา ฉะเชิงเทรา 24000,ฉะเชิงเทรา,13.65869,101.0571,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท นิคมอุตสาหกรรมบางปะอิน,PTT Bang Pa-In Industrial Estate,PTT,EV Station PluZ,"CCS2, Type 2",999/1 ม.2 ต.คลองจิก อ.บางปะอิน พระนครศรีอยุธยา 13160,พระนครศรีอยุธยา,14.21089,100.5887,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท บจ.ทรีเค ออยล์,PTT Three K Oil,PTT,EV Station PluZ,"CCS2, Type 2",55 ม.11 ต.น้ำชุน อ.หล่มสัก เพชรบูรณ์ 67110,เพชรบูรณ์,16.71592,101.1811,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท หจก.พิษณุโลกพลังงาน,PTT Phitsanulok Energy,PTT,EV Station PluZ,"CCS2, Type 2",192/1 ม.6 ต.ท่าทอง อ.เมืองพิษณุโลก พิษณุโลก 65000,พิษณุโลก,16.79443,100.2106,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท กาญจนบุรี,PTT Kanchanaburi Branch,PTT,EV Station PluZ,"CCS2, Type 2",45 ม.5 ถ.แสงชูโต ต.ท่ามะขาม อ.เมืองกาญจนบุรี กาญจนบุรี 71000,กาญจนบุรี,14.05493,99.49942,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท หจก.สิทธิชัย ออยล์ แอนด์ รีเทล,PTT Sittichai Oil and Retail,PTT,EV Station PluZ,"CCS2, Type 2",255 ม.13 ต.สระกรวด อ.ศรีเทพ เพชรบูรณ์ 67170,เพชรบูรณ์,15.44603,101.0676,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท บจ.บ้านโพธิ์เซอร์วิส,PTT Banpho Service,PTT,EV Station PluZ,"CCS2, Type 2",202 ม.1 ต.บ้านโพธิ์ อ.บ้านโพธิ์ ฉะเชิงเทรา 24140,ฉะเชิงเทรา,13.60234,101.0892,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
บิ๊กซี บุรีรัมย์,BigC Buriram,PTT,EV Station PluZ,"CCS2, Type 2",150 ม.7 ต.อิสาณ อ.เมืองบุรีรัมย์ บุรีรัมย์ 31000,บุรีรัมย์,14.9775,103.074,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ริบส์แมน,Ribs Mannn,PTT,EV Station PluZ,"CCS2, Type 2",55/5 ม.4 ต.หนองน้ำแดง อ.ปากช่อง นครราชสีมา 30130,นครราชสีมา,14.63429,101.4117,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท บจ.เอส.วาย.ที.พี.กรุ๊ป,PTT S.Y.T.P Group,PTT,EV Station PluZ,CCS2,88 ม.1 ต.บางแม่นาง อ.บางใหญ่ นนทบุรี 11140,นนทบุรี,13.856479,100.410396,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท บจ.รุ่งทิพย์ ปิโตรเลียม,PTT Rungthip Petroleum,PTT,EV Station PluZ,"CCS2, Type 2",110/120 ต.หนองแก อ.หัวหิน ประจวบคีรีขันธ์ 77110,ประจวบคีรีขันธ์,12.45454,99.96526,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท บจ.เลิศประเสริฐ ออยล์,PTT Lertprasert Oil,PTT,EV Station PluZ,"CCS2, Type 2",899 ม.2 ต.หนองใหญ่ อ.หนองใหญ่ ชลบุรี 20190,ชลบุรี,13.13134,101.3541,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท หจก.เอเซียชัยนาทออยล์,PTT Asia Chainat Oil,PTT,EV Station PluZ,"CCS2, Type 2",9 ม.10 ถ.สายเอเซีย ต.ท่าฉนวน อ.มโนรมย์ ชัยนาท 17110,ชัยนาท,15.34885,100.1643,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท คลองนารายณ์,PTT Khlong Narai,PTT,EV Station PluZ,CCS2,75/2 ม.13 ต.คลองนารายณ์ อ.เมืองจันทบุรี จันทบุรี 22000,จันทบุรี,12.59581,102.1427,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท ทุ่งสง,PTT Thung Song,PTT,EV Station PluZ,"CCS2, Type 2",397 ม.7 ต.หนองหงส์ อ.ทุ่งสง นครศรีธรรมราช 80110,นครศรีธรรมราช,8.1757,99.6324,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท บจ.อัครเศรษฐิ์ ปิโตรเลียม,PTT Akaraset Petroleum,PTT,EV Station PluZ,"CCS2, Type 2",35 ม.6 ถ.สุวรรณศร ต.ดงบัง อ.ประจันตคาม ปราจีนบุรี 25130,ปราจีนบุรี,14.05988,101.6039,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท บจ.อัครายา,PTT Akaraya,PTT,EV Station PluZ,"CCS2, Type 2",120 ถ.โพธิ์แก้ว แขวงนวมินทร์ เขตบึงกุ่ม กรุงเทพมหานคร 10240,กรุงเทพมหานคร,13.80036,100.6419,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท พุนพิน,PTT Phunphin,PTT,EV Station PluZ,"CCS2, Type 2",44/1 ม.5 ต.ท่าข้าม อ.พุนพิน สุราษฎร์ธานี 84130,สุราษฎร์ธานี,9.110847,99.20864,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท บจ.ทรัพย์สุวรรณ ปิโตรเลียม,PTT Sup Suwan Petroleum,PTT,EV Station PluZ,"CCS2, Type 2",555 ม.2 ต.วัดสุวรรณ อ.บ่อทอง ชลบุรี 20270,ชลบุรี,13.30896,101.4349,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท หจก.9 อินทรทรัพย์ปิโตรเลียม,PTT 9 Intrasap Petroleum,PTT,EV Station PluZ,CCS2,99/1 ม.3 ต.ห้วยกระเจา อ.ห้วยกระเจา กาญจนบุรี 71170,กาญจนบุรี,14.32875,99.65814,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
