source_project,source_file,source_date_be,area_type,province_code,province,area_code,area_name,male,female,population,households
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,27,สระแก้ว,2706,อำเภออรัญประเทศ,37172,38756,75928,40205
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,27,สระแก้ว,2707,อำเภอเขาฉกรรจ์,25274,25460,50734,17420
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,27,สระแก้ว,2708,อำเภอโคกสูง,13410,13726,27136,9026
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,27,สระแก้ว,2709,อำเภอวังสมบูรณ์,12584,12484,25068,11034
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,27,สระแก้ว,2791,ท้องถิ่นเทศบาลตำบลวังสมบูรณ์,5156,5315,10471,5392
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,27,สระแก้ว,2792,ท้องถิ่นเทศบาลตำบลเขาฉกรรจ์,2273,2393,4666,2506
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,27,สระแก้ว,2793,ท้องถิ่นเทศบาลตำบลวัฒนานคร,2455,2927,5382,3171
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,27,สระแก้ว,2794,ท้องถิ่นเทศบาลเมืองวังน้ำเย็น,9769,10304,20073,10429
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,27,สระแก้ว,2795,ท้องถิ่นเทศบาลตำบลตาพระยา,1221,1242,2463,1212
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,27,สระแก้ว,2796,ท้องถิ่นเทศบาลตำบลศาลาลำดวน,1290,1373,2663,1262
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,27,สระแก้ว,2797,ท้องถิ่นเทศบาลตำบลท่าเกษม,2199,1875,4074,1759
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,27,สระแก้ว,2798,ท้องถิ่นเทศบาลเมืองอรัญญประเทศ,8964,7850,16814,11969
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,27,สระแก้ว,2799,ท้องถิ่นเทศบาลเมืองสระแก้ว,8712,9565,18277,12385
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3001,อำเภอเมืองนครราชสีมา,109197,121998,231195,118606
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3002,อำเภอครบุรี,39457,40604,80061,32380
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3003,อำเภอเสิงสาง,27984,28509,56493,18354
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3004,อำเภอคง,35963,37027,72990,22935
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3005,อำเภอบ้านเหลื่อม,8350,8612,16962,5452
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3006,อำเภอจักราช,33334,33903,67237,20418
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3007,อำเภอโชคชัย,24410,26203,50613,20858
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3008,อำเภอด่านขุนทด,53541,55286,108827,37126
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3009,อำเภอโนนไทย,26292,27645,53937,18201
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3010,อำเภอโนนสูง,40831,42592,83423,26982
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3011,อำเภอขามสะแกแสง,16392,16584,32976,10690
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3012,อำเภอบัวใหญ่,33059,33207,66266,20510
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3013,อำเภอประทาย,34486,35279,69765,20976
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3014,อำเภอปักธงชัย,44528,47001,91529,34625
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3015,อำเภอพิมาย,57846,60131,117977,41815
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3016,อำเภอห้วยแถลง,34697,34793,69490,20969
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3017,อำเภอชุมพวง,36045,36719,72764,21496
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3018,อำเภอสูงเนิน,35476,37372,72848,32252
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3019,อำเภอขามทะเลสอ,12815,13386,26201,9472
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3020,อำเภอสีคิ้ว,42905,43653,86558,34561
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3021,อำเภอปากช่อง,63331,64866,128197,75800
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3022,อำเภอหนองบุญมาก,29830,30610,60440,19857
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3023,อำเภอแก้งสนามนาง,17624,18155,35779,11323
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3024,อำเภอโนนแดง,10019,10379,20398,6083
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3025,อำเภอวังน้ำเขียว,21948,22409,44357,21434
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3026,อำเภอเทพารักษ์,12751,12590,25341,9147
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3027,อำเภอเมืองยาง,9679,9586,19265,5842
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3028,อำเภอพระทองคำ,18171,18427,36598,13114
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3029,อำเภอลำทะเมนชัย,13706,13956,27662,8010
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3030,อำเภอบัวลาย,10436,10649,21085,6842
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3031,อำเภอสีดา,9736,9888,19624,6387
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3032,อำเภอเฉลิมพระเกียรติ,15110,15876,30986,10121
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3035,ท้องถิ่นเทศบาลตำบลเมืองใหม่โคกกรวด,7910,8567,16477,8438
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3037,ท้องถิ่นเทศบาลตำบลเมืองยาง,3942,4027,7969,2496
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3038,ท้องถิ่นเทศบาลตำบลหนองน้ำใส,6600,6678,13278,5451
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3039,ท้องถิ่นเทศบาลตำบลด่านคล้า,4148,4300,8448,2781
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3040,ท้องถิ่นเทศบาลตำบลใหม่,6415,6501,12916,3826
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3041,ท้องถิ่นเทศบาลตำบลหนองบัวตะเกียด,4260,4495,8755,2899
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3042,ท้องถิ่นเทศบาลตำบลบัลลังก์,3756,3834,7590,2592
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3043,ท้องถิ่นเทศบาลตำบลหนองไข่น้ำ,3079,3080,6159,2018
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3044,ท้องถิ่นเทศบาลตำบลท่าเยี่ยม,5617,5819,11436,5915
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3045,ท้องถิ่นเทศบาลตำบลสีมามงคล,4573,4688,9261,4736
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3046,ท้องถิ่นเทศบาลตำบลลำนางแก้ว,2329,2375,4704,1515
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3047,ท้องถิ่นเทศบาลตำบลดอนหวาย,1752,1911,3663,1386
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3048,ท้องถิ่นเทศบาลตำบลหมูสี,6618,6806,13424,12734
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3049,ท้องถิ่นเทศบาลตำบลโพธิ์กลาง,14698,14539,29237,14280
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3050,ท้องถิ่นเทศบาลตำบลหัวทะเล,13255,14837,28092,15002
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3051,ท้องถิ่นเทศบาลตำบลวังไทร,5607,5832,11439,6203
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3052,ท้องถิ่นเทศบาลตำบลปรุใหญ่,4598,5097,9695,5557
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3053,ท้องถิ่นเทศบาลตำบลหนองไผ่ล้อม,9798,3940,13738,11306
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3054,ท้องถิ่นเทศบาลตำบลท่าช้าง,2399,2589,4988,2227
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3055,ท้องถิ่นเทศบาลตำบลสีดา,1739,1824,3563,1584
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3056,ท้องถิ่นเทศบาลตำบลหนองบัวลาย,1134,1183,2317,899
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3057,ท้องถิ่นเทศบาลตำบลหนองบัววง,2245,2318,4563,1980
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3058,ท้องถิ่นเทศบาลตำบลพระทองคำ,1914,2034,3948,1710
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3059,ท้องถิ่นเทศบาลตำบลศาลเจ้าพ่อ,885,988,1873,998
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3060,ท้องถิ่นเทศบาลตำบลโนนแดง,2024,2163,4187,1697
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3061,ท้องถิ่นเทศบาลตำบลกลางดง,2378,2490,4868,2825
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3062,ท้องถิ่นเทศบาลเมืองสีคิ้ว,7421,8398,15819,9906
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3063,ท้องถิ่นเทศบาลตำบลลาดบัวขาว,1902,2081,3983,2356
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3064,ท้องถิ่นเทศบาลตำบลคลองไผ่,1945,1628,3573,1781
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3065,ท้องถิ่นเทศบาลตำบลขามทะเลสอ,2092,2277,4369,2440
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3066,ท้องถิ่นเทศบาลตำบลสูงเนิน,4513,5038,9551,6543
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3067,ท้องถิ่นเทศบาลตำบลกุดจิก,1273,1431,2704,1606
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3068,ท้องถิ่นเทศบาลตำบลชุมพวง,4104,4384,8488,3993
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,30,นครราชสีมา,3069,ท้องถิ่นเทศบาลตำบลหินดาด,1355,1367,2722,838
